Area,Bedrooms,Bathrooms,Location,Age,Garage,Price
1533,5,2,Location1,83,1,219007.71364246053
1879,4,1,Location3,92,1,458993.99409424735
2357,2,1,Location4,40,1,563617.046105573
1504,5,1,Location5,41,2,470459.68226730253
3897,2,2,Location2,69,2,845491.4976790167
1676,1,3,Location5,69,1,444904.1754674612
3587,2,3,Location1,6,1,548706.6274928187
2490,4,2,Location1,87,0,510436.88313316955
2123,3,3,Location4,67,0,426354.9077166181
4177,2,1,Location2,101,0,712253.0688283122
3501,3,3,Location2,33,2,687613.7681135116
1987,1,2,Location4,43,0,425519.5060375948
1903,5,3,Location1,21,1,383741.2771289761
1192,5,1,Location1,84,1,251930.02846430897
3361,3,1,Location1,65,2,661141.059846353
3829,5,2,Location5,103,2,812699.2110872464
3279,2,2,Location3,111,0,667403.7034307955
2706,3,2,Location1,17,2,452823.00167791324
4398,4,1,Location3,93,1,852122.1235358802
727,2,3,Location3,8,1,270512.6344750055
1335,2,3,Location2,64,2,344427.9627987811
3368,2,2,Location4,90,1,766460.7788316503
3786,4,3,Location5,28,2,877266.4308827575
3880,1,3,Location3,98,1,844397.1174735999
3173,5,2,Location5,90,0,732022.4634386199
1120,3,2,Location2,13,2,356903.5060658851
3199,1,1,Location1,108,2,512419.4488335321
836,3,1,Location3,101,2,293077.59157890873
1904,5,1,Location4,13,1,491338.6677403731
4030,4,1,Location2,38,0,660932.2497621214
3872,2,3,Location5,25,2,926945.1175936821
2381,2,3,Location1,111,1,517947.1615341662
1901,4,1,Location5,62,2,560166.64764831
3906,1,1,Location4,23,1,827327.295279724
3141,1,2,Location3,86,0,700978.8582200882
2651,3,3,Location4,21,1,649963.0029153351
3313,4,3,Location5,54,1,907398.789839501
1041,1,1,Location5,63,2,313265.0223082143
2676,4,3,Location4,30,1,631247.5314101805
3780,5,2,Location4,75,2,911308.4444866511
3257,2,2,Location4,68,1,743706.9755080094
4398,2,3,Location1,97,0,756935.9536126558
1404,2,1,Location5,111,1,338062.4518829898
674,4,3,Location2,76,2,277438.21347323956
3485,4,2,Location1,73,1,655104.3741798662
3817,3,1,Location1,32,1,716287.6025430731
2775,2,3,Location1,75,0,420261.46047057887
2689,3,1,Location2,101,2,469016.91665471584
1979,2,1,Location4,24,0,431917.5212881633
640,3,2,Location5,7,1,243056.82432593987
3581,3,1,Location3,72,0,653964.5637578482
2681,5,3,Location3,97,1,625276.0801176078
3688,3,1,Location5,89,1,849613.8638937796
2300,4,1,Location2,1,0,526866.5368873442
3824,3,3,Location3,3,0,896033.7739734141
3645,2,2,Location1,104,1,586567.4242718377
2001,3,2,Location3,28,0,412583.2704875268
1187,1,3,Location5,43,0,385810.02778739296
2222,2,3,Location1,97,1,415508.7592534238
4300,1,2,Location3,46,2,887859.652476529
941,2,1,Location5,1,0,357711.7293373997
2674,4,3,Location2,38,0,522709.9827665324
4496,4,1,Location5,117,2,1001416.8075947934
3958,4,3,Location2,91,0,679634.3878743539
1245,1,2,Location1,102,1,242643.75131130207
1330,5,1,Location5,35,0,370626.85495523224
767,2,1,Location4,74,1,278765.15599712165
1209,4,3,Location4,76,2,432623.0734435173
2915,2,1,Location4,74,2,734208.3420549879
2372,1,3,Location4,54,2,538661.9236677908
2640,5,2,Location4,98,0,575049.8880721438
3468,1,1,Location2,24,2,564180.4220913227
1054,2,3,Location5,28,0,330187.33963827306
3553,5,1,Location1,22,0,656546.1450578873
2308,5,3,Location4,109,0,522522.2410560144
4072,1,3,Location4,16,2,837136.5380080204
3569,4,3,Location1,13,2,735081.4381849889
3628,2,2,Location1,100,0,570942.1563473418
4147,3,1,Location4,100,2,901847.0399366309
1301,3,2,Location2,62,0,270059.5229121169
3281,1,3,Location1,43,2,512319.47652568715
4229,2,3,Location5,87,1,1043168.050073068
2199,2,2,Location5,78,2,487237.9457355223
729,1,2,Location2,32,2,265778.6770075822
3667,2,1,Location3,67,2,763414.473292279
2445,4,3,Location2,91,0,478078.6587913205
1986,1,2,Location4,83,0,451423.51672266045
4376,4,3,Location3,86,1,916809.6750123654
3466,2,3,Location4,57,1,750536.9292840351
1292,1,1,Location5,65,1,367237.66909950454
3963,2,1,Location1,69,0,608761.8676812826
1994,1,1,Location4,49,1,364634.99907314725
1393,2,2,Location5,33,1,432635.50075227796
628,4,3,Location2,115,2,327998.31393794884
748,4,2,Location4,19,1,290798.8012411357
4450,2,2,Location5,36,2,1052080.8909686517
1919,1,1,Location1,115,0,316219.73181914224
2658,3,3,Location4,70,0,600926.9080790515
4183,4,3,Location5,15,2,1005875.7105635749
3323,4,1,Location4,100,1,752834.5456076066
1736,3,3,Location1,97,0,215441.04345225522
786,2,1,Location4,24,2,129415.15961696582
3454,1,2,Location4,27,0,781577.7542638456
3391,2,2,Location5,49,0,797521.3403139069
1850,5,1,Location3,75,1,380912.0242336519
1933,4,2,Location4,113,0,417844.8105223811
697,5,2,Location3,23,2,220262.53429877956
654,4,1,Location2,33,1,176136.66808811482
3270,4,2,Location4,41,2,832421.2536791456
3311,5,3,Location3,110,2,661037.283879733
1357,5,2,Location2,111,2,362950.4953653573
1005,2,1,Location5,56,1,336155.2627401366
2716,5,3,Location4,29,0,639424.4484137004
3983,2,3,Location5,31,2,1005271.2520881984
1912,2,2,Location2,65,0,410383.5662048026
2385,2,3,Location5,98,0,534977.1681055559
4219,4,1,Location5,18,2,983499.4047777965
1350,4,3,Location1,82,0,303048.637110881
3819,5,2,Location2,6,1,706143.3271847651
4138,4,2,Location5,52,1,1019581.3435922117
2362,5,3,Location3,40,0,592726.2820452498
3915,4,1,Location2,65,0,720737.940150495
4162,1,1,Location1,111,1,650686.3798624885
3605,1,2,Location4,42,0,750141.8724407016
4178,5,2,Location5,94,0,967971.7809489697
964,4,1,Location3,68,0,234416.73836072139
2626,4,3,Location1,32,0,524261.370398978
1081,2,3,Location2,10,2,254421.43285593478
2848,3,3,Location5,107,0,691716.1015056699
753,5,3,Location1,69,1,247655.428799466
4121,3,1,Location1,9,2,688570.6489592193
2124,3,2,Location3,69,2,464173.53129620466
2720,5,2,Location4,61,1,690550.7592124359
3360,4,3,Location4,11,0,829784.2750666444
2943,5,1,Location4,99,2,687759.4648533758
1640,3,1,Location2,91,2,438423.04395616445
2264,4,3,Location1,68,0,430727.6305926184
1840,1,3,Location2,74,0,421248.67811441916
660,5,3,Location1,103,1,288390.3862948586
1538,5,2,Location3,97,2,357438.58801666525
2239,4,3,Location3,102,0,471465.7160709054
2689,1,2,Location2,8,0,558499.8450118742
624,1,1,Location2,49,1,165462.73605206024
1662,4,1,Location3,24,2,360257.4124928389
4474,2,2,Location5,103,0,1008377.2349055272
730,5,2,Location4,33,1,192563.79924691338
4169,5,2,Location4,105,2,934305.9097037709
1852,3,2,Location3,107,2,440106.5991234399
707,4,3,Location4,19,2,328247.9021319583
771,3,1,Location5,2,2,343798.92809303635
2058,3,3,Location5,55,1,538678.2174893696
4149,1,2,Location1,11,0,795409.6568392836
701,5,3,Location2,99,2,172103.8411082127
3513,3,3,Location4,17,2,744979.9014446113
3171,1,1,Location5,42,0,683546.401547924
2922,4,3,Location2,61,2,533213.9489694246
2236,3,1,Location2,3,2,503247.83659799123
3715,5,2,Location1,86,0,720038.0373141834
3464,3,3,Location2,35,0,747702.0258252942
3604,4,2,Location2,85,2,599210.0841337092
1640,3,1,Location3,89,0,411625.0925721853
929,5,2,Location1,103,1,300343.33456123446
4240,1,2,Location1,66,1,754976.7971851454
4494,5,1,Location4,1,2,971905.5304546724
2120,1,2,Location2,7,2,450796.0459729179
4486,2,2,Location4,20,0,920274.3124065057
611,5,2,Location5,43,0,283057.31600320217
1941,5,3,Location2,119,2,354577.4869897633
4263,4,2,Location5,6,2,1068491.071957958
815,3,1,Location3,55,1,199276.27505258707
938,1,3,Location2,100,0,243330.2367263787
2399,1,3,Location4,115,2,556790.5522323203
3308,4,1,Location4,21,2,744667.0731810734
3752,4,2,Location2,51,0,752086.6503316787
2350,3,3,Location4,46,0,639198.0646921524
2108,3,3,Location2,35,2,412151.81081991363
3021,5,3,Location1,100,2,562482.0010222489
3623,2,2,Location4,8,2,767914.395047571
1309,3,3,Location2,114,0,272511.89406078635
1823,4,1,Location2,68,2,357777.3310964225
4208,3,2,Location4,107,2,864410.1778929615
3113,1,1,Location1,16,2,595992.4578413878
1712,2,1,Location4,67,1,426060.59688552434
1891,5,3,Location2,71,1,389710.1160710679
4326,1,3,Location1,64,0,714310.1743610094
4242,1,3,Location5,2,2,1079100.1663942856
1088,2,1,Location3,1,2,346678.6563680014
2161,5,2,Location4,58,0,555962.4248063226
646,4,3,Location2,1,0,173089.3954177374
3959,5,3,Location1,102,0,683576.8189513074
1377,3,1,Location1,115,2,226200.7752381771
1639,1,2,Location5,7,1,446450.12808333396
1310,3,1,Location4,88,0,384219.5891133162
1000,4,3,Location1,69,2,306880.61785824597
2417,3,1,Location5,85,0,561950.0759605763
3628,5,3,Location2,92,2,751307.0094510444
3757,3,2,Location5,18,0,927906.3171397327
849,4,1,Location4,88,2,260696.77915980876
990,4,3,Location5,32,0,367229.8606630391
4453,4,3,Location1,45,1,822863.9529613124
934,5,3,Location1,33,0,274672.92639457894
1228,4,3,Location3,74,0,266899.78623246815
4190,1,1,Location5,73,1,951728.5036395389
736,4,3,Location2,49,0,235052.93286919442
3530,3,1,Location4,33,1,747027.2183202209
3335,3,3,Location3,97,2,786629.5878715283
2121,3,1,Location5,71,1,561154.4881652056
1426,5,1,Location2,68,1,302635.6128968871
1326,3,3,Location3,28,2,331244.77407929156
2100,5,3,Location1,87,1,373801.54147455044
3241,5,3,Location4,53,1,794219.1360512609
3894,4,3,Location5,96,2,992652.3011659571
1589,1,2,Location2,44,0,299083.426671188
3019,4,3,Location1,80,0,607713.3657518663
1534,4,3,Location3,110,1,359732.3227187778
3642,5,3,Location4,55,0,786564.4238144131
1001,5,1,Location3,10,0,301001.98115530674
2066,3,3,Location3,14,1,422683.44623822306
4161,3,1,Location2,103,2,701513.661264749
1214,4,1,Location1,36,0,207117.82391484038
1896,2,1,Location5,34,1,458185.1282143844
4197,2,1,Location2,88,2,809664.0050455544
1782,3,2,Location4,18,0,382570.3648534381
3823,2,3,Location3,16,2,820675.3146478703
3642,3,1,Location4,105,1,839886.994314533
3267,5,3,Location2,37,2,729605.4358881332
2835,4,1,Location2,41,2,540069.8104578918
4484,1,2,Location5,25,1,1024607.2539597285
1721,4,1,Location3,8,0,502850.42914813495
730,3,3,Location2,88,0,271091.4420733666
3452,3,3,Location4,84,2,778905.3010985024
1794,4,2,Location5,112,2,555257.4531854391
3583,3,3,Location4,94,2,828994.6136226461
3633,2,3,Location3,84,2,759059.6169671054
782,2,1,Location5,18,0,379158.64759727125
3630,3,3,Location5,68,1,936215.8764141703
963,3,1,Location5,48,1,400506.4865874689
638,2,2,Location1,100,1,112590.15852190353
4198,3,3,Location5,70,2,1102500.6856871902
3144,3,1,Location4,67,2,709210.3155284025
4187,4,3,Location4,18,1,933894.0613896807
1972,1,1,Location3,111,0,432867.56632896437
3629,2,2,Location2,104,1,700875.4711972926
1520,4,1,Location2,18,0,385879.251347066
4068,1,3,Location1,56,2,739654.4573381995
3369,3,1,Location5,23,1,782964.6199709125
3832,3,3,Location1,35,1,614775.9750850406
615,4,2,Location3,6,2,220271.9872148444
1092,3,1,Location3,118,0,265297.0006369508
2049,5,3,Location2,26,1,453505.8007115896
1731,4,3,Location3,85,1,486485.28464849835
3541,1,3,Location5,61,0,848983.6674820303
4121,4,1,Location4,88,1,1032222.6674340044
910,2,1,Location3,15,1,323930.83455196145
1338,4,1,Location1,91,2,267709.34083831194
3841,3,2,Location5,32,0,823058.8977124683
1145,3,3,Location3,12,1,436575.9187254965
3061,5,3,Location3,5,1,660937.5749219903
850,5,2,Location5,64,2,361188.85093965643
1358,5,2,Location3,71,1,317255.37033115776
2404,1,1,Location4,86,2,636696.157142102
3812,5,1,Location2,27,1,766804.5871782777
1897,1,1,Location5,79,2,439942.75062653987
4087,5,1,Location1,103,0,584945.4327700571
2231,1,1,Location3,45,0,478934.9881165054
4410,4,1,Location2,35,1,841386.3828678104
2514,4,2,Location1,26,1,504116.09966906224
3710,3,2,Location1,23,2,609850.9394270709
1413,1,2,Location4,13,2,351818.55669815565
628,2,3,Location2,90,0,86346.61189789248
1557,3,3,Location5,3,1,430459.99742073944
2632,4,1,Location2,29,2,451193.3934892272
1076,1,2,Location2,66,0,209098.90853526766
917,5,3,Location1,64,0,242277.519535223
844,2,3,Location4,28,2,301999.30859965784
1347,4,2,Location4,87,1,334991.9588588442
1296,3,3,Location2,36,0,317292.17918696464
871,1,3,Location2,113,2,303900.6377557463
4111,2,2,Location3,6,0,814006.6809658327
2371,1,3,Location1,11,1,374379.17456941993
1862,5,2,Location5,38,2,570916.3120330637
3024,3,3,Location5,118,1,801417.0107717755
865,1,2,Location4,34,1,228648.4666360983
3573,4,3,Location1,81,0,582777.8937833088
1520,3,3,Location4,67,1,308984.7204946629
4030,4,2,Location5,108,0,922713.8660525057
939,1,3,Location2,46,2,203926.78459376865
988,3,2,Location1,98,2,155294.64112994663
3224,4,2,Location1,86,0,539041.1070448236
4360,5,3,Location3,29,0,895577.3037649557
2650,5,1,Location2,60,0,510138.854417986
4100,1,3,Location2,54,1,745577.7218092507
1765,3,1,Location4,93,2,520284.70890329056
975,2,1,Location1,69,2,236340.9930412352
4341,3,3,Location4,74,1,989687.4163377378
2633,5,1,Location2,74,0,605408.864460718
2971,4,2,Location3,117,2,687277.0332775059
745,2,2,Location1,9,1,178990.13986555085
2581,1,1,Location2,85,0,390194.7588867255
892,2,2,Location3,77,2,238905.94443044937
4336,1,3,Location5,10,0,1088053.459496793
1031,2,2,Location2,102,1,295843.3426564506
1304,1,1,Location5,75,2,352071.2134165636
3596,1,3,Location4,68,0,785459.574763394
2598,2,2,Location5,58,0,645826.9268564297
3232,2,3,Location2,110,0,577061.4773457203
998,1,1,Location5,95,1,263813.8601290169
3464,5,2,Location1,113,0,562595.6102122925
4015,2,3,Location2,52,2,786927.8809447768
1563,3,3,Location3,34,2,346050.2349021308
3811,4,2,Location5,106,0,972195.6582977647
2834,1,3,Location1,35,1,504588.9428303565
2641,1,3,Location4,103,2,563237.2384309293
2428,4,1,Location4,103,2,629592.312430276
2708,5,1,Location5,33,2,775350.5782724057
1538,4,1,Location4,72,0,545833.464349838
4051,2,1,Location3,32,2,892710.6861962191
1309,4,1,Location2,55,0,249665.91300773947
1406,1,1,Location1,97,0,271763.3037413458
2063,4,2,Location5,8,0,675922.1162461843
3990,3,1,Location4,46,0,825566.0641918802
1925,2,3,Location2,14,0,341377.8110049406
4015,4,2,Location3,98,2,809089.4145839082
610,1,3,Location4,8,0,165766.42977028718
1685,2,1,Location4,115,0,367356.7294613963
2468,1,1,Location1,106,0,386420.387216374
2873,5,3,Location3,71,0,657918.3069056341
3824,3,3,Location3,77,0,715602.091129532
4382,5,3,Location5,54,0,1052091.376249764
3211,3,2,Location1,21,2,535882.7462332202
1371,4,1,Location5,111,0,404561.28545493964
2194,2,3,Location1,96,0,431523.1897794288
2207,4,1,Location3,75,2,542690.6230422148
4331,3,3,Location1,14,2,794591.5915082174
4246,3,1,Location1,75,1,676844.7527670414
1933,3,2,Location1,2,2,384492.2167918457
1484,1,1,Location2,98,2,391206.4960989591
3914,2,3,Location2,61,0,748953.049427351
4164,4,1,Location3,108,1,880338.0155347941
1989,4,2,Location1,111,0,308178.679316673
4001,5,2,Location3,17,1,881812.3458768761
3778,3,1,Location2,78,0,597969.4126068464
825,3,3,Location1,89,2,138619.69636517426
1424,3,2,Location5,48,2,379005.3037420959
2865,4,2,Location2,91,1,583192.8404847563
1536,5,1,Location2,8,0,372421.12261388655
3400,1,2,Location2,56,0,588804.6656332787
3153,2,2,Location1,17,2,464674.8224309561
2906,1,3,Location4,69,2,723180.6717760006
2511,4,3,Location5,12,1,693273.6880269224
4445,3,3,Location5,38,2,1091255.9954626614
4188,2,1,Location3,18,1,937580.9221506068
2396,4,2,Location1,26,1,455780.9353179952
653,4,1,Location2,95,1,139109.79383365304
3718,4,2,Location4,37,1,905276.3353938997
1326,2,2,Location1,70,2,260126.38134038466
3336,2,2,Location1,41,1,572221.0291603789
2144,5,3,Location4,79,2,524533.6480518143
3770,5,1,Location2,42,1,673887.3464753199
1643,1,1,Location1,113,2,289811.9630674433
2513,2,2,Location5,90,1,703441.5039735303
2376,2,1,Location5,115,2,542514.2444834609
2196,2,3,Location4,76,0,575139.641960824
2514,5,1,Location2,41,1,415944.80021376663
4161,4,2,Location4,47,1,1003711.157748774
3066,3,3,Location1,14,0,629506.6164542605
3337,5,3,Location5,1,0,783814.0213916632
1449,2,2,Location3,17,1,360718.8172636763
2709,5,1,Location4,97,2,672715.5959609092
3816,1,2,Location3,55,1,741154.6382971979
2863,2,1,Location3,93,2,695685.0752436998
602,1,1,Location5,53,0,205396.5715727283
759,2,3,Location4,118,2,229690.8240852687
4410,5,2,Location3,109,1,898445.1000001323
1380,4,3,Location1,31,0,257468.58389137345
3791,3,2,Location2,62,0,705277.4601194597
1492,1,2,Location2,8,1,307335.288490481
2630,5,3,Location5,30,1,653908.4736795333
3760,4,2,Location4,77,0,870261.3370237125
2976,5,2,Location4,80,2,619718.6543034184
1179,1,1,Location2,66,2,359762.49943596765
2533,3,2,Location1,45,2,481069.458520411
1980,5,2,Location2,18,1,523381.14975980547
4281,2,3,Location2,99,0,830497.3845798543
1890,4,3,Location4,45,2,433457.7696066
2240,5,2,Location3,19,0,510800.11217003607
1551,4,1,Location1,77,2,226650.34860141226
3994,2,1,Location4,115,0,802810.8681812704
3282,3,3,Location2,68,1,629113.6219260071
1587,3,2,Location3,83,1,342853.1971657216
4212,2,2,Location1,50,1,683976.8882746889
4320,4,1,Location5,25,2,999845.70399321
1818,5,1,Location1,38,1,469593.3136194833
1520,2,1,Location1,115,1,295142.750522058
3385,1,3,Location2,95,1,669558.1962834551
1955,4,2,Location2,36,0,407633.512188099
769,3,3,Location5,68,0,287335.1740695284
1120,2,2,Location5,56,0,226623.41830358194
2086,3,3,Location5,39,0,635443.375149474
639,4,2,Location4,63,0,187886.91437888247
2160,3,1,Location4,7,0,570998.1050780882
3932,2,1,Location2,119,0,766006.6533349025
2018,4,1,Location2,58,1,328897.7556754398
1554,1,3,Location5,80,1,433304.11981525173
3897,2,1,Location4,59,2,878877.6511999364
1583,5,2,Location3,48,1,399918.02691571834
3795,2,3,Location4,5,0,844497.990940194
1574,4,2,Location2,111,0,315667.63236830226
637,2,3,Location4,87,2,201050.89813742536
2975,1,2,Location2,36,1,623725.011745147
1874,1,2,Location5,96,1,505099.9572106235
1799,5,3,Location5,88,2,529072.0829448906
2225,3,3,Location5,25,0,503394.130615716
1513,4,1,Location3,45,0,345425.703003706
1053,4,1,Location3,92,0,265900.91937221464
636,3,2,Location2,19,0,231371.0237492251
3987,1,2,Location1,7,2,595032.3397777014
2311,1,2,Location3,108,1,438037.7673648286
3620,2,3,Location2,58,0,768680.563431366
1395,5,3,Location4,105,1,350975.8517099602
1572,5,1,Location5,81,1,349934.18541353283
1192,5,2,Location5,66,0,328923.43357627525
1737,2,1,Location5,80,0,405439.2278002364
3711,5,3,Location2,39,0,745323.3530341146
1924,3,3,Location5,18,1,564558.0751370298
2871,2,3,Location3,103,2,569879.9094976356
917,3,1,Location4,1,0,253312.85532317555
2996,2,3,Location5,63,1,770022.8546418465
2762,5,2,Location2,3,1,590556.388707648
3345,3,1,Location4,21,0,690869.4093420809
1946,3,3,Location5,30,2,500215.8465279947
2191,3,1,Location1,11,0,505146.6171863419
3711,2,1,Location5,22,0,856428.15729674
2489,4,3,Location3,111,2,635108.4225869449
2687,5,3,Location4,57,0,651303.5496352579
2596,3,1,Location3,89,0,595615.2468609641
2372,4,1,Location1,3,2,479704.30183307035
1912,5,3,Location1,30,1,395749.77569452085
1885,5,2,Location3,88,1,450986.0950711576
815,3,1,Location4,45,1,193869.7551112387
3818,3,1,Location1,36,1,640046.2475946655
2983,2,2,Location1,87,1,492907.8220436992
3839,4,3,Location5,118,0,897374.2904919311
2739,4,3,Location2,72,2,541652.6794063554
3000,3,2,Location1,64,1,537439.9600877864
3218,5,3,Location4,54,2,796583.6791597725
4242,3,3,Location4,68,1,931905.7554824356
3463,5,1,Location5,50,0,881374.0512911855
2304,5,1,Location4,103,1,529439.5579867238
3428,3,1,Location5,107,1,818238.8300231599
962,1,2,Location1,31,2,351748.5308831774
3204,4,3,Location1,29,2,524050.4030586722
4016,5,3,Location1,59,0,670250.4289960287
2316,5,1,Location1,36,2,350360.4756809709
1793,1,1,Location2,77,2,382903.3636553935
955,2,2,Location2,105,2,243541.8680005773
790,1,3,Location1,73,0,192025.97717206267
